faulty Plaintext,faulty Ciphertext
A4445797,8ce16421fb04a77b
67858879,ce971c803db597a5
98764768,251ab72bb29b2df1
A8785668,c505bd17bc7638a9
44694857,720c0f593516894
69588587,e24f2288a5bc321e
79977798,4b14273bca0ff81a
A8946679,9298175a370622a2
58788688,e9a0dff9aa65b712
67977776,2503a9df6e6158bb
96959888,4206f421fd82e17c
77766566,66466dfb03ac0466
86B78767,d20c59c1de0e81be
57578675,d60c34e16f98ffec
57656976,20dfdf288aefb676
989A9798,93f9f103623a9704
78867983,1fdeba18e11a2a60
878865A4,4a00373369a2535d
8988978A,ebc725a2e15d7bd8
86858A85,fe1dfca68e831858
54887676,fd793febacedad2c
486B7AA8,ea0820357d7ddf4e
79585785,b9283135934bf307
76755885,f40f79c970fd38f5
A6693777,e6aecb8ca9ae9dfa
84965758,4268fa8b4d4f8e69
47767756,7fb697c674eb2480
65677775,384b8a9d491dd578
98857754,a0139eb8525daa05
74774458,4cbe6eaba0e4d355
686A5678,8dc2d5d147cc7761
89686989,dbdd5104d981cd0a
A85B3997,fb5031102ca07999
77695655,79efc2b076881c69
56657577,c8b7456de33f486c
58778948,e1f9891efa6b7c06
977A7565,b1306b1f512e70f2
87A76866,e8d8a526340ac67e
76987767,91862577e775f3fc
97749966,fbd66d510507735c
86889756,d4edde65c32d682a
68666665,3f5b640d0e5ded7e
96697976,8f0c4c1c4acce5a
8A888797,13f60f924ea28091
A9886657,19e9b8955e3945dd
88836868,171e9ce7d6cef16f
66689987,e9cbc6ac0cfcf280
8954666A,c2b1464c1ddc981b
75855667,7a9cd2d61ce58a23
86866645,1caa868c0aff6f3d
98578767,98f19d73ecf88c68
77A77767,d6f54b9b03437672
87657579,7e7c9566795c8803
878B8679,fe4d248a6707cbd3
79867347,34c46508cccaef2b
67644A65,17567635fd04df8d
A9798778,1b2434fca8bcf05b
776C6775,d97731b95eaa2610
66896778,15f74cadf33518d3
77A67888,53523c1e51aff2dd
5894788A,f1010130b2ee1386
86686A84,f8a0767f2e87dda
8A867968,243dccd1606222f8
86779685,4679f1ab7ecc62e1
77979998,a21b5d53db5d3227
86769765,539b2bf3d06a8cc2
AA89A867,640b4258efe8fb50
86757985,ff7d11589a8ab965
48767778,a17ce912ec80d691
77797886,1ebfdfef32315a0d
4867568B,bbcba4fd2506a321
88869596,b12e7af503b9702e
78466655,7d3eef40e60e6dd0
78857698,b47efaf9274fd97b
67686796,a6271cea671d2e7e
65559877,83ef0950d0316acd
588A6797,904ea6962d379c41
67786897,6787b61f02b6deba
68779A66,329531560fb2a26
878A6777,638910fea72836bd
85658478,8193d97f1096471b
76775679,e0454de580b4be83
58777768,64da5e798f729228
7986758C,94da2ced0e07500a
7879695A,56808d8597e6bc13
65878676,1195ee12be9ff9d6
66777777,210ca1f1201b5cdb
58678698,96aa88dde9e3fddb
6778867B,e9b5696903ab4948
87579659,5fa13b481253bdbc
B6866699,bc322453b9f3afa7
95855776,2ea1e407014ebf9e
75667769,5764a9c7b28e34a7
89666A39,2aedb0e8244d6016
696557A6,ecea14490b90ff60
A6878687,feac047048fd4d31
96998877,92a43e7c36bbd9d0
88899468,7e487bc6c4e76fc2
A8674A77,368653f8037227b5
7857A996,e83eb42a73e576ca
96576766,eef92b4457a77fca
66787598,60a750749af80b
67967965,5c338c64cbbf8b1
767A55B7,19a81ae2ac44fec6
88965498,d3c2278972d872fd
86387949,47fe6e53bcbfcbaf
88997769,37c91095fa484e93
66379489,e770af906b82376e
386948B9,1e02753111c76fa0
69868867,63eb8d9edd63824a
66989778,578eda8033fe59bb
977896A4,ead2d36330724d62
9A654A96,19a81689912634a0
66A86656,d7e3041064d77863
76577768,50c53c2db2d0bfd
68778579,93afd4e382c745ef
77895658,ccd21920a0512e8
57768565,722b816dc37f3de
86775A59,e13e5c74205a4b18
66687677,a2b374bc36f4e09
53686775,1713f90bfb369da3
A9697589,bf9bf4d90d2f84f1
99796798,ec776403bc711c3
65775868,7253ba32c902d5b5
36998687,6f879d9f928e1d2a
77886968,69a1909477d1b95f
