plaintexts,ciphertexts
57787879,a4cf06f625d631d2
85899786,19f67262db630b02
785A7789,431364b57eb366e
87738879,79bea9edbae953a2
86757968,84ff1b478ece8559
5A973778,1789a118a6609103
97796758,7ac6f1284b030b8a
797785B7,673bc81ac0b52293
77778766,9963d584a4146856
47788767,16ba02f8c99e9055
6766A569,d9f3d613d6143619
77586A74,a314726509e7496a
5A66A669,a35e862c4493660b
6A788897,3d47ff01afd3e811
88587678,8196b6d7f9612c48
99876968,56990b3ce0ac6119
77658777,58ff8db69e7315e8
85A64989,a6cbfd2b17bab7e3
75878A69,5b5738c23f5f07b4
59675558,f9106c85b6738f78
59776768,f5d1df5347304b9a
67477488,158ab1f178c73be
87987988,eca5dd67617661df
86967858,8cf34ef45dad286a
95784757,dd750f42ecb11b1
68558798,7b031da1bca0f573
88799A56,9bb11f17cb7fa6f
86878699,4264454d9f4fa2be
76999788,53b04486cb6908d9
56989778,83283fb69a9f002
87875954,fbd4da225644be39
76786887,e5aaa1d0229b9263
68486777,e0e5eb993426f445
58948886,d3417cd39b5d23a8
775BA77A,f11947e234b61f36
58698685,36efa4f60d40af09
A8577677,6777d65a676108c
56897757,70040effaca1a955
576A5556,eb3d83cc05438014
78884387,4ec297af1aa33e9c
79678786,7ecee533e24d8861
99887675,5580dda09cbc87c7
26887566,7c759c117ed00736
8765759A,caa09c5734e95c99
776A9785,4666245a6d869ca9
84875957,8ee384c28866cf8f
77A8A787,635d548b2d763f33
58896656,c51d0cb314fa0acf
66688893,3537ae2b2e1a7646
8B775586,c8a13d0d47c1b0ce
69967958,180e8d110a34ae22
9A497896,d1b303488b3ac355
86997768,9064de870039777
67778777,3c2b974cae3eaea0
76794485,bb7d626d3355deb9
78668889,aae6ad027cbbd830
7A576676,bd1aa18aaa3d1550
74755789,4bf55ce952bad678
88676778,688a5560fe634ac7
67695797,6bc998ccdad6197
78658866,35acfcaf6d35e151
578475A8,b32cf6d38df66e2f
9859A876,56cb0a545cf47b22
8B877676,1c6e86c12004a588
67578758,f3ecc5fc0a1553b9
AB575967,1e7fc96f5b75998b
89699887,ea985ffc55f30ed8
7758A986,b78917cc0a8692c4
67967775,6c60a3b64f97067b
78756669,fb29ce40730baa7a
64887687,7cfabf383a48f0e8
94877697,fa121d6dbc4ebacb
A67854A5,8dd706b247ed8601
95778577,9404a6eaae340bfb
88795995,cb75e93c702e02c9
88677765,b45d606fea366a3c
78979769,3837fb9b9543e535
97768766,d0aae62f0fdedff1
97767676,1bff472fdf1ae2e5
97457888,8e5733ad099343f6
78457849,3db40dd21281106d
87867967,173747f97032448d
7879757A,f07341faaaf71d91
877A5658,df023080665796b5
9598785A,2bcad8bbc4545fea
78699867,d2b61849573b644a
788B6968,6ef6162ae3540ba7
97769697,839d8a5f2818b5b2
65858677,379561cb3776e62c
87876865,aa3d5c03e65af6b2
98877667,28444d9da47e1a97
85786776,79619b78a1289142
66B87687,7d35e0172f12d2a1
98679679,6e7bb733bff63fc3
688667A7,8bb4cb8f3f36f409
8A6576A8,2c2e2a3ec192af5
87946767,d183b506dc335260
778647B7,4093c1536094a4d1
76479798,a83a0bfa799b7c33
86686766,97ef5b88a179be3e
66897A76,88ec990eb311e324
67786983,b1f29df71e15ae39
76898679,4ab0478f20e1f2
77957897,e11d3bf94ccd377c
687A6876,48a70f7fdb6a9694
58787797,1db9ddbe2da71890
55547787,63f5f9bf2e04c1c5
6A4677A8,c13f8d12fc069619
86779786,2cf8c9d43c4a501c
97A99686,6be14edb5cb4a435
7857888A,e3223d0a6736a564
86888879,d0490b8abec5c9b2
75877666,1358bde92bc3ad9e
75877797,61a6afb7030992dc
78585979,88fbbecfb2c56677
88788598,5d1f14e700170224
6A876946,5cf51f4b83ab5f97
45468536,827a409e9ba26337
4765366A,33cdcd7d3a2e75f6
77588868,c69c9812939fe441
65767978,35198710d37bd71e
A664989A,294c43988865ac75
86568597,23cbc7470caa0828
59758888,e64b9401961dd010
77397879,365fb113e8ff0f0b
95678748,176889594f16e005
65768695,c24b6a0d3f5569d4
6855866A,e40c7c07aefd0c89
57775567,f2b4eaec8480a153
56A86993,286a5a778ca256e6
77898668,4902a6c02d27a2f4
966A5467,bdfcf6bb4e93039
74867576,ebfc849b2c9cddff
85A67877,2d570f1fd39f2f16
6747A599,3473a0454ccddcfa
99484546,e91e0b1dc181f201
78A75586,ac744a549139a088
76697665,a808e5ea4ed09778
66786657,be4427834b5a2b7c
86667756,bef2f785de0285e2
69769978,69518e3c88ecf1e7
88888694,7db5228f6a8a8c3
99768887,ff792e214032a998
66758688,a479dcfe38941008
77987783,2a465da63987f56b
55646987,5fea189e7515f52
4654A776,ac477853a05cf812
86479958,7abc8a8139f3b52b
78599877,b430f3bf3d1115af
66886B87,eae43f39c82d1df6
67566864,f67a6df14cd85933
68757558,d1ab2b1c57a99053
85797945,ba5b28ff62542a56
55785775,7952c8ccd61bbd9e
89677778,160664471e2e04f3
87587986,16972d956b532ca8
648887A8,90b7517aab67bf98
67664678,943c7e4106f2bca4
5A697787,fceb1ab78fbecdb5
77666667,9c57a5ae714d7387
99768858,24df284da8df84b
7575967B,76bb8a5b3f66f50f
65575A69,f02fe8a32d9431b1
6767786A,78634597113898d7
88766468,4d82b5bcb8669421
55876888,b05633936318aa0b
66668598,49b0f230c8ce3f89
85696868,7a1275c37a28964c
C8587777,ecb77be12dd396b2
87798599,8e204cf12728efaf
76798697,d26f8cf9aba37744
89848597,da6ce07d388cf76a
94A9669A,7f4b844e3b1c16ae
67686877,ac8144009ea3dab5
95966774,c38c105cb5f80c78
78689957,8f3a0568c8e14d08
77985896,238d3dd5dc8d168e
478595B7,1bc9f02be6166deb
76776796,9896696b15a7ee60
8A869667,c2d57667801522c3
57437687,81168a568f8e698e
76585676,bc4cd7561d516b74
78695877,46535541a4dc5b94
6989A747,48ac385369162cec
83977697,cce3a2a67d2a071
89676796,8d1eda084362be4d
77768785,935442d1b2737ba8
78467577,d00cc7f1f687c7c8
85855586,f6aba475c17b757
68797458,59e15190d42b6112
75976986,1aab397b7056abbf
89777857,7b98c5475c4006a3
76768758,a745cb013a2b32af
48958686,90972d58ca8d42b6
97658965,e33abeba107ab8f5
86875696,75f41b714336b41a
59A67667,4b2b35ee209ca7e1
A8938585,3ee813027eea589d
68694677,85ff325959ed8e66
67696976,d9c2bd7c07f481a1
95568767,641cb952bd2d7f51
86B86596,67ef6f66f8de0257
86A67985,c6a2dea914a555bf
46879789,d21e268457f93eff
96766697,73afa70ea0c8f791
75696546,6cb9e10bb68cfce4
88787A87,e325b0a99a0145d
66766776,7e4b08e1b033fb5f
85878879,5582aa631717f92c
86667967,c5bc2edcee8d4e4a
68798877,d137b4cbf4d847f1
56438998,3a7f90215c3028c3
5B796876,5336d13ed567cb4
765A8385,7c7119018bd7a08a
44677767,24a891fa7381ccd5
77766785,db15a9c8a00ef166
A8857778,594c386fcd27ec5b
97637789,410a7fddb086742f
64688796,80d8ccdb85c451af
789A788A,458c16289b4adc40
89598556,21bd0826d4e148e0
66769758,b4eaac47abf0f87
87985867,c11b5202c7a95db7
8A876649,7f7a4be99ad9590a
58886977,cf035eb84118f453
76856886,5ff492c6a06aeb62
68589978,69112b038ec0e4b7
67575878,b4385c742f47f788
97767778,b163c0d0f3e9ecfd
86799876,7376eb3d133505ed
8A966678,63f7093d997e1e3c
67598678,7af0eb586d589ae2
6768A9B6,e19a4986a7c13198
68786875,5437620208fc3ff5
74677988,a90685a506f6d719
596879B6,d20b845315e4e52b
86779776,42aecea055e8b2f7
86656787,33c174122267dd96
65798879,c9cfdb529cb461c4
67867775,5839c3fdfc391496
B7889685,b57ea83f68885762
78777956,cb0911dcfa908496
8676A688,4b260b7bfef8bd4e
879658A7,d3ba6f7b3d0756d9
6A777875,9e74579d7dac092
66796678,9701b8876eedde7e
63846986,6df8461057771e79
95A75875,486a12a3c2cab221
55587B55,27f4d49f86c02e28
78886768,7e4f1caf4ee6ef17
766655B9,b7563bec03ea98a
686A7786,734a17b3e04da509
35787A67,21e25b83b64969bb
78865576,2879b255d909dcd6
63777766,af7ab3879ab2c658
76857676,c2a4d4acc8df9f26
57484676,944be0480d685b9b
767A6768,757d978f5c213e70
57687977,1a08d378f30e0c15
68866897,ff36251a875b0597
9349886A,9a3b434931077504
986747A5,c481e919a12a0aa6
77757775,94b6889e588fe9f3
58854348,1c9efbb26a8ee497
79585758,2e0d101dd153fafe
76758886,f0429c774c87cf22
98A98678,1dc040be4cf1e5e0
97657797,8105ac680b50c333
67868549,d308adee6072fde5
78739556,371974bccc1c9b94
88797684,5f6d35edfe52c567
97779867,55daaa93eba69477
89668762,906d28720083bcae
8A757778,fb496c9fb8f78416
54A89496,748593885bde5a2f
36757966,f23b634bf749e8cd
66366777,8c9c6868eff90295
74594867,5f726f3054aa5259
66778487,63d22ec2c01e0af5
96959478,51a1d98ce8340d71
97776767,15354bc69beb6327
7986848A,5577ee8203b903c3
75957776,2d600cdc5b9107da
77884777,55bcb3b3097cb1d2
59665697,d1603c0ff87d4ba5
B6775996,9444d018f45350f1
66788756,a59e952549f887da
88676875,81656b77a0ebbbb0
78A78669,92bf7572d2691614
99886868,ccff80f5bcf323d0
97877788,56da7449622e9bac
76998A77,5393e72c32461893
85885979,cbfb6cb2396373d2
7766977A,f75e3029309f272d
66787A76,8aa262308995ced9
68766896,d9daebb7525f86f7
88867647,a6753a038d8eebe3
96778768,720cc152f1272a9b
65866955,ca16a729dbcff789
956878A5,ad0aba4916c345c8
76695AA8,a2420184af39c153
57A55777,e8632ced9eafad31
7768A888,ea1a29b5162e3354
86766897,dbfdfdd059db78f9
6877A787,bd3b0e936cf9106
48698854,406e9df3987c7909
66887668,e1b8f11a6d5623f5
98598768,8a3f3238ef182d0a
56687678,793c5a92b639e7d
87776787,598678967c0e901e
57873779,ad5ec5bc4d5fc76f
58987774,8d9d0043c7eb6c50
76966887,f51d7810ed9833b9
77875665,fc1ffc5fe5904c73
75678865,fbaec9f08484cbee
55A49697,3ab24e0851e273a8
79787B66,7f4e4eba8e8622f3
8975A477,52920584cdb991c6
77877686,5df42971447e06a
886784B8,7fb9c998aa7e7f0c
8969A7A8,bc2b472b7b9cdaa
9B587686,e7d3b3702c1a6798
86376756,f96b15d20a808b8d
67766488,936361ec71d3f0f5
79588757,fa4c2e28cb04b96a
77846578,96f7e790087d1c62
78A96A85,98d1c7fb2cb7dd07
77836856,40942a11c61cf09c
68597956,bbb47082f430b625
58559648,8d7d880b131a1595
8749A668,200aedb7244d8b70
97845568,ec8290111d2298c2
68677688,3064894e8fc813a7
86938695,c70b5f5f76d24d72
67759888,52b478e42b071dca
79686767,a754596fafa2909a
76858959,72c7588a2396cb62
2679876B,d63e709a167e35c8
78755769,f974328c95790985
76667769,6d377b1daff52962
A5767777,ba0d53e630a62cff
A6486787,ea8325f4c388f4d5
98667969,653657f4ce19f5ed
86995495,962bd53d77e48d7d
69876498,e4f7c0298461363f
87668A87,2af51dd2930090f6
46888698,bca99144dac1f6b6
63767728,2a44caa512f88201
66698777,b3a8e46ea5887ac
89956777,618b9931a7995085
66887776,16166cefd38c5762
67697575,576d3822c38ca6ab
77A66969,e1e9c424c004cca1
79979667,167276dd27b5d9
96578859,c6d4265797abdc6c
66A686A9,ed2f062e8976b2c8
97567867,9b88d00b99a8d4f
787A7687,c107185eceb817b8
66856578,43a0bc710ea359c9
56666578,4f05585323a7104f
568457A7,a1eb1fd7b1b447fa
85789886,b0fc2cc138bf1225
85686359,680be53a7a693e
79A79876,ed6dc8a8f5ca5ccf
A5768637,fa8b780cb89d07dd
96857677,33325630488b7b17
877678A8,e8bc265fdde4e08d
A9A96696,e64f3335b963a1b9
85786797,de39724566ba72d5
6A655848,c7d48dbc721a7b06
68772878,f28e43d36bce9673
54849A85,138d94406e29f55a
68975A78,ddc07988780c00ee
75997978,b70f8d6a44d5b340
56798698,8d8aabff51814777
96678585,6c7dceff3004785c
47576786,f8c806c7c3e650ea
58889689,989650075e079564
98777576,d422276a0d9a59b6
747B7558,774e0bb7f837d22
76697666,17e5d37c70170fe5
56677985,ca620714c599772f
56868458,ccfb39e58e89063a
86776659,4e1084d28e7005fa
7A577674,21b72124543bea2e
54985677,7b1f2af2736062a4
88764778,79c554e22a081514
8769455B,bfbca90d510f4f2e
57577915,713442babf35a3f8
5668767A,fd7c83c1f932c423
45865957,ae93d194a2c714ee
786A8997,8479059668a5b646
88898894,bebece49aa7fbd61
97696965,23b22117af65ba49
B6785788,1d225b5a7ada7453
858A6657,6bcc7bde4f92dfe0
97688888,5487fb975e3f048e
666977B8,fb134c4b5a9aae01
59769777,ba2235da39c4fc54
B767879A,e35b7c4fea06c562
48B66876,a83b17a274b835c5
57698958,7dad5f77156d1988
5788795A,f5c7697577658053
77968685,d66fe649e9c3d225
97656779,6add214ece0b9d2e
56887868,1a35112415198981
76558597,4a8303bdda0fa64d
A7547667,8960012607e14ee5
78786786,cb0677c0d1fde132
65985456,fb1fa8064a50231e
66698778,8eddefc1d6fe1ffe
868758C7,a6a4e7708125e87
67767625,20d6cfdbdd1206fb
9A867695,c62ab8ea59c513b5
79856656,4ee72dcda1d89557
85355777,630548887bd0b308
857A6D97,baed4696e86303a0
78997877,ae0b0d46c0c87c61
76578579,24d90406df5cd190
8679B477,89b2b51d1f53a1b6
75889576,eaedc9655b06ced2
76655789,3ce05d95e6c50774
785A8797,db4fa1701bea56d7
79677597,3aa51a9b70b9b63
85347867,3ae93158a92c60cb
B98A786A,39ab13a8140d8d83
88885777,cb9f42bb9b60465e
99758873,1de2504cbfb27921
8A779978,fc2a5c217abdd4c6
66668366,2cc00875df2ef081
56758498,3b45a7ab56826826
688687B9,c456cd477298a8ed
77678884,86196b9412e4633
76696674,45e5108630b581af
75A66578,1a13234922d3abad
6A688567,116123e63abc3b8
5B788897,1f3c5b4344d32492
A7667A88,aaa43f317ba99600
77796766,90237739ff497e29
75656664,10f089ac9f461c3f
A76B3668,e1a8e6707288c2b2
67578566,7f29e86bd1113596
A6778696,7a86c51649676e68
79957799,bf122c9b25ae203f
7458754A,59df444c2d01dff5
A7897557,86838b0986b49190
46788887,f4efcc1e8086b10b
88869766,3eaddcfcb66339c5
76686485,dc68a13a1feb311a
57878666,932a2c5d71955f7d
7A788779,57f5a93132d501ee
84786767,7949298fa05103b
86878684,76ecfd385f6d1e5f
86577985,9917b9907fad3126
58576875,5a926e825be2aeff
7A775587,63d9c1a8a80d0d0f
85975978,546dab125155e7ad
7878A577,f35de87f36baec7e
66766A88,2cd8558e28c45700
76789639,da0fc78155cb5c42
79854788,c51ef3b2e8e750aa
76869755,ff434e221ca09417
78667949,ddbc71591702dc6d
797686A4,e23c432f44bc13e0
645968A7,9e5ee9577ff5ffd7
77788678,2a7e126fb2f7acc3
88787666,96e683b30d2fd5e4
86667686,c5554f30c6c8660d
68874547,9b341096b0e2757a
66784755,c57a04918562196c
87777986,cd2b15a8dea34634
877787B7,badf33c48bf57fb9
79668859,815d55785d55035e
97798647,2dc8cf3a2d4405fa
58449769,205b3087c06b329d
99776899,7bea6d79d0cf6823
77975B85,a5275c3e92f3d75c
66575854,78f1b6e866c6f113
87655679,def190c5b56119a5
A86A7866,1a6b01b0f88377c3
7899A64A,d985445a0142f603
85696667,78f8ca91f1339e38
66977779,a87586d5b4e90068
96576948,90f505d28c14d43e
57899787,358fdb481bf97e47
6A693875,a58f2b71bc2b9c7
774788B7,28b0a3d63acfa088
A67B8657,5dd17f06954b9845
957955B6,42064478a1cfbb3a
78AA8986,504d4f91d2e914d4
86668767,3628f702b36326c5
67878698,29d2cfa252b09dc3
78684876,77b21d958363ba37
87586675,cd5c2c7f98500f89
56677967,cef38f29d68cce35
574768A5,565e9f33da1423c8
98675798,7b61f85d28e9bc94
37567666,8dbdaac46d40a9b
677A5532,cc7a9aa503f6992
57666865,37839148fc6ac3d
75866766,99112989ddae5531
55868848,a805bb9b01c663f4
75798967,feb31ea9c3063557
75676766,a46a10f350261220
84A87567,13b6158684126160
87875778,87ff78b7028e78f3
69568648,afdc141554e31004
96966356,ec5eec689eee50dc
67776988,3b7ec7f01acabd9
969A7698,b455b2f5d7597147
A8486877,e8510a1bee528596
76887686,38c89303c0011aee
75576786,88fb3665be47500b
68656868,97d7fe22c1a27aa0
66976973,4d0ba3fae6254b1b
97567654,c16151f0a4de788b
56A68578,4d2bac8b10846da5
B8869898,f70a35f026d4be0e
67669776,932dd4e41efabaaf
967798A6,e4d7c9337c43b797
697785C6,6848d39d670a29a1
56788768,d31dd75991fb7b9f
A7787677,7a6497be7f552ecc
46877888,2eb6c83863bd6248
48457766,933fda18f25b3a57
67889677,5c3fdce86433e737
57686A9A,b86eb7c70a9c468c
76866787,fdd3f4ff0350f3e4
666768B9,d3fbe7cd924a86de
78787679,7e2ecc3505ba601e
88759777,bac55e2606e388da
65876697,5daba67f775fc65c
88466589,f03401e42c61d022
8699596A,80487809aa8f4145
7577879A,9cd2f354b06d151c
89586888,8b089861b065564
76B67495,73898ca4a5db8121
6677D568,60da732d7da7a0de
65559685,154c6df7eddb64d2
57585548,d5e7348e71b15c49
97989785,f33726721784d5f
85888876,b06e38ef5829f369
58758878,181e8ea1d7c5da18
76878997,7185d461de7f5811
57588656,290b8a4ec715fea6
47B78744,7bcf77551dd253ac
7746A979,e9e3f3bb5c3d64cb
58586678,aa18bf2cb3555690
8676A878,5815e29ee57561ba
76666968,34aa91709174db55
56866748,766e321ed6d44867
74579857,398b4bba62b3a7a5
77878966,bbcf815a03563e99
8897459A,e89bbc76435d5ae5
87AA6787,e1371bc77a9c4690
556697A7,805d83c364390163
47967869,4bda65798ccf45b
67676995,5f677a01f0b4f1f
A9577549,e679d710b8be140e
69766777,a50dcd42b3a379f7
67556687,201439a6633c2096
57668567,5a9e5fbd9d1b6cea
968879B9,a08a0e2d5db9313b
76767873,7c0c7fa7df1bd03a
79596757,55e5c710d5ccb240
788777AA,8ea83e94f81e7c4d
777667A8,5a7df9599ee43809
98676687,60008fa446e6e60a
78957877,1fe912d8373578db
75678888,8b1ae35234d65177
89677785,e4d385695cfac261
45544798,69ee48e693aa42eb
9A977882,559a7417d4b74dda
75676A85,85843f051d1620f9
98687687,4c1a84b7f5da4a3c
86887869,ab4fbfd5643336a1
57986398,7a39bc84422ba21f
67757786,c74863e7d0de2f43
98774478,cde839fdaa744d1d
89779778,293a1b8e4d46c603
7A377787,44eb9ee7f24cffcb
A6596769,3ffb1073c684405b
675786AA,1783349da1c01d8f
56965986,b966de1d3806ddc
87778456,727eb088b3040914
97869769,861c7b0b9c064a3e
97596866,bd6bd61dfc0ae4e5
88877577,dffcc5cba4089bb6
76866A57,3f60772d7aa99ceb
98787867,5f5b9ccb627beca
8783876B,32e1d9b72f13cf57
69665776,26f37e0c655f90d6
877686A8,c7e504a6cd7407d8
8A756668,6abb16ca02569af8
58767897,7556161fb268327f
7878847A,b1e95ccdb7b694f8
78766779,f375adc3daba7c50
69567887,f815273d886e5423
A7768978,fe5d313ab6f20c36
47758786,4df92642ea590d17
66657977,56424858e7db77d0
78886765,75de2a7d895f8095
87656386,c7ee010c37799133
75778568,e42f43722ffe927f
59978797,feb6aac29de14e23
8786A695,ac79061782a66c5e
93768988,f80e70e1f7ae6e1e
77A66778,c4a0600e14b55b66
67878687,96b30814303195df
48585986,ad0d08e939d95282
87798584,294310c8948ef4a1
87674887,5e9562657d768e07
77868667,4617b312cd25f587
77777788,6af2ec57fca726f3
46946898,c7b92c812ba54739
57677467,529911e8f77e7948
97668667,c8c7bdffc592442b
75676798,956c0dafb3c5a91a
78796679,b2acd389347f73eb
85895959,c55154cb4e4c9424
78A74689,52704be53455ff34
97977988,295952a235f64c26
75689473,70a637df131faf5e
79776658,893a384615b3f6c2
88735878,ef2a032d8ee2b0fc
8677577B,6dece453506e1ad4
94458877,9544c076862bdee7
97587766,8d31ef4f31c48b37
48857797,4ddc1ac6913bc6
78676566,6d0adcde2c84e052
75764853,f43262b33b9ccccb
86786679,6249d0d82fb20dba
48868575,49b28c26a2b73ef
B8586689,555f658dce1eaf44
86876755,da1b5608ddff750a
87477776,b4a32a1745d8884e
96878758,e71117520640fea1
77699487,7dc4bd577e8e67a7
79759864,7e227e87814a084d
68774377,b0d782d07c97223d
56AAA976,cf0619d88ceac9d2
77577479,c370b436d27a75fe
876A7669,50568164620d6eae
89786797,258feb3322b55ecd
56565778,ec7a7b677d13be73
7B6798A8,bf2708468ce5c29d
76678688,f227d1ef2a36aceb
78677856,c9a47b729b8b315c
6A5A7668,50e413c401645a9
6A787658,28c203e1f9334561
88766787,8e5eb8916e94cde9
88648967,b1557ab965f12912
85568699,2e0ec81d9a81b8da
66887787,10773a40326bc001
A9B88697,2b1539393e626a10
87548657,cfab18716a37605a
84877686,98fa5753f99094fa
A7684458,68e0cb704f994a56
98584774,cf74a28a40fe0481
698A6768,e861490d82e7e108
76599669,bf2fd5b9d93039e6
77676689,ab1ae48307520ae8
7874B787,fcb8a24ed00548b4
9868B869,afae32a0b4c54acd
76763786,93b8b1e4d94277a0
62766986,4b3f51f4e317a02d
55476689,54e252becaf8723c
78786654,3ace747592565733
4765898A,295ee78e9053ec24
58874778,2830b10ceca397fc
57698785,a4a11b3e9e4efab
58758577,b89a9cc7b6dd28f0
88777768,ae71367a05df1291
76636768,71d1feb2f6d39da0
79695646,e2c3fab1a28e7618
65A57888,a0b6d0ca7b88ee59
46976758,4da6f2abcb6b45bd
78877977,eae266dbd5bf0d1d
77496676,9b4e8fe514d15bdb
68A59596,acf3f57aaadf1f04
96569879,cd07f4f5de9b1e7f
96586774,38f0aaca7ad9f1ef
89A77676,c5ede9bdde50d372
86785748,9f9c8b5a894a63fa
A8749637,4bf9c8afad2bb12a
69675965,c37e14944f646c10
87985675,b5e12eab14a8b6a8
767748A6,2fda9010ccde577b
A7866454,81c7ef51d8eded57
95676757,a44a4870d18f9f5f
47977775,32f242c2ee18bc97
77A76668,a207919dacae49c6
65657774,adfca999d3659ddd
87859B67,66ff7405c06434a4
75757669,f28fc4f8f083c697
59658887,1c53187ba6998e68
68997676,c5365852f7ad42f2
57788665,7c368e8e2f6618b
8677C786,36f1a66487153883
78845688,16301049ddc63eff
A7878694,d4a72f3af60a21d
7A676769,30e4c46ffc397d5a
A8577889,66f3d73a6aa2daba
58967677,933b5191d7f6ffcb
68688796,31d89bc3f4d2e4f8
65879567,915b3ad3fb28b642
78757B96,2f50a3312229a2d8
74698587,53a91d740c0a05b2
76997767,270cadc4abd4eec1
776A5689,3813d676cb58fdb
95669997,168a70a652b72ade
74857875,af42405d33fbc105
68796696,bae2762bc16d1ba1
64938758,5c57e61a3146c5d
77688566,8106dd832b196b0c
76787996,eba2070d1c3f0fed
67796875,927c3ff6a2c10b18
57785689,48457e2f7ee71595
86877668,2512bb5a77b61950
6788796A,75132f7444c74d31
69B59755,2db39e10489b57a2
77876774,82595cebcae5997f
88958785,8c1d7fb656c3bf23
77875689,87fdc215ad6057f8
7669A658,cdd3020fc0781eaa
67878878,948ea60295ef3bc2
B7686985,85e7320b8131d38a
77785997,be9039fbba8a0c17
68996956,d3491d9d10110283
63778558,22b65cb205fb29fc
78775777,7029b5c3059a557c
89B75779,fd1b4971e64dfff2
78576798,fb29fea2901a3226
7A8A6977,ec58e56d49cbd31d
77687784,c027389fac18d94
86698677,bc972e2af8c0520a
93967887,c3b86ac20b269cee
66988896,f9663da5e34e3b75
9876AB66,a02dea46a6498c52
9A685798,3ab8d6b491d58d46
66988948,9f9715575908e9d7
47966767,a22bbe0c9a3013a
78846836,1451e1ee9ab1735a
69898797,c7d279b7583b28af
778A9547,97210c97115870d6
96678778,56a1c18d20777768
74885465,391545ec0845cc5c
56576556,54b451884c997d0c
87688947,17b8bef4f710d187
88837655,c78b79502c1c9bcb
65868768,ad29b1ec342cdd89
57378957,72da957467e5095e
68978586,4d76f18531ba6a4e
98826884,d190772fcaf45143
56879B54,926bbee9c22502c3
78877678,e874ac66550484a4
96565967,82736f249cec50fd
88869889,f1784f0c280e6c76
75947989,3b7adfbcec647ebf
77866678,d777eb60523aed72
997998A9,4c3b6e1b4c6773ed
78974658,f5ee8071b8cbc71b
67557868,81a54bb5b9a0d3f
A5887886,65a4e549fc570935
65786888,23b20af73f93b4bb
89787365,e243b5891b424d3a
66598765,98fa943abd80dac8
87766866,693e7bffcb6a3faf
57877588,f63e401484da0d74
6784A685,4b511d624c6d9609
35857956,ea0a020b97f0ba7b
647769A7,20332193f4c7c9bf
83784677,a603c0ad6e832d0b
84677666,a87cb11cf54abb86
77766877,1d5f9e581bd639d2
94975988,2cdf1670c3f62324
59957875,acc4a1db8103c128
68777566,6200c9eb99ee11c4
79597768,b2f769ba0286016e
66975964,c488866f58172ad8
78976657,2ae4c1077b96a5df
44688547,3a61851f3df737d5
69787755,8db53b4cc7df76db
89867779,7a3e72aac23cbad4
87868676,c97ede35fd3257c7
7866A577,4c919c7e21078e76
65A67687,131b57aadceed937
66868686,4bf3ecb544f3e125
75489786,7188a809ded191f9
8A858737,bfce69cdecd36e4d
56653777,a2d0cd113826830
88958785,8c1d7fb656c3bf23
88977556,b4a3fd252e6b658f
79667A67,f307a8a01b800cd
66477565,3f0db24900097845
B7B76798,12d4e450004f39ac
64876A67,4978eec0405d5f9d
66658777,5470543010dec4c7
67877569,6cffc5f261eca6e6
59985A69,f60e1a854ddd38ab
69666847,5516fe86b5512b84
79797778,e2360338552217be
5567758A,eb930d9977c10246
78687685,b952750ec61096e7
69767795,bfd2cd669c39da46
AA756867,b72b5d1ea3078f2a
57A66698,88c06329933826de
65775788,dde882c9c931767d
79847766,d0b164bfe3f7312c
68798878,732303a1d136ea48
98769768,d5597d89c53a5cb7
65587666,eeac72524067d832
66959956,25084750c6bff988
46778786,14eff9368b09a138
99579765,ecde7f1904f744ea
885A6788,508ed08f55510510
95768757,33d6681db649f64
55676679,271283a6487cd5ae
66838A87,2a5bb0a9b821f364
AA478878,4bd34c39807b7d6c
99775996,424de7976e95b45c
73786777,4247007334a9604f
97A67767,2f7f25b5159dcd81
76687895,4aa4bd5fef8d0ac2
74777878,3397fe3781c09aa1
64857698,5c577adbb03fc5e9
5769A798,30eab0e59b02cad
8A788688,51d4490f6d9a026e
86847687,3b43031a6b0265b3
69886669,ffa09400afcb769d
998496A9,333eacbe6bf8291b
6775658A,11c7bc891ab71ff4
97577788,22e77346411c6a82
37867977,4a3fbf1cd3e56c67
78698886,5a6b03828ec98807
58694747,59db045ca6c7fc25
A6756876,efe3375ca67e9d92
6558876A,505ffe20436265e5
77565995,e931325d07d86113
74385885,701815e2038496f1
97897835,d55a92345c9817d4
86489696,20f18047717cc97a
67848984,9c30deb85145685d
6A987635,31e39e707fc25822
68976568,f0ea30c2fda7f1f5
69697885,ed600228ec992c55
87958747,4dbd2bcd45222eef
786B67A6,ae976f723779e883
68676866,c9ac86472bc69ece
63774866,ba0db067e6fa755
66779568,ed1b707681102d7e
78676755,12b4b2a495a790d0
78586699,21007990b2afd764
7777757A,93accb7832b92d42
78599669,12ba2046a5637d61
68787888,cfd335fc0610c664
83767679,82ffd5c5dcfc64f3
85777865,92750ff3f74dbd30
77977696,19918323d1ae428f
78558989,efeece118df4d3c9
76559596,a8009c433d8042fe
69355579,5e2c88dc5ae88a76
66745AA8,10b0d5be7adf433f
B8866765,d21b23ee71f8d2b4
48866775,c429fa7ee4d225d0
776797A6,b5583bdcd8bcd18f
7879A645,4c21ed36751a182f
79886699,87132242a8fdbefb
64867786,9706bcde95af9da2
76458886,d4f7c32e01ff38b3
87766685,b1823918214d10ea
65599696,a667cf845c0b30b9
88A8866A,2237fcc9f5317514
54A57588,1d002a85329757ba
77677776,3db986b542b3d1b4
6667766B,c01e01a9e4a36c58
A5A88888,336d57bfb988a172
