faulty Plaintext,faulty Ciphertext
78587788,6a135073caa01aaa
77755856,f184d75556a4f06d
64968745,6c0d06a6e0b84647
4578B785,58e9be7218e35bc9
46667986,9da7aad0ecceb3b4
77479667,3cd2e519ffa0c0a
84875656,c7c69e1b8dff13e6
588A6967,dbcb291885386f59
87684756,ff37a56decf25c6a
98859778,6c34f0f1d44b1384
855A8988,c4e7c5b6ffb66686
76868849,2f5056a1dafa5ba6
37777776,36dc24cc3a3dac9a
76774585,ea2e9c8281985a47
7876886B,664ca1115bf91f4e
58876886,21f5c6f0e2522fac
7799A775,e94ac2a7556c1b34
9868746A,a8b5c4cfa1ab75
99668997,93a33c439401cb69
78888765,509e59b891806af
77577687,f6b2a5f422447a43
57488867,cba9ca11cb87121e
A8888876,ef0ea0e74fabf93e
97A89578,6b651ca84e144435
86788B77,4a8c459a6a964276
85696887,f33f9f53b05f6796
A8A78A94,b747baf06626d8db
799873A9,51eba6c825b16672
68566A76,693ed800192120a
87A57986,96dcd3b9752bf36d
86579567,c225791be8b95eaa
76654477,858840deeeb35f80
78A68576,9e986a43ca9a6be7
899B6676,552cc34f80dd1de1
9767999A,c737279ad2a8d69b
98977688,fecf7a16a4da3e62
7A886855,8f5cb065aec227ea
76A78767,c1897a1dd6a96cd2
6667A668,b93729ded0e9a392
866896A6,d6a9b3c41d835833
68698677,55906e4f0d434b0d
86789885,110e81d28dc1ad27
57696598,9949e24510183f0
85896468,e09fc18807c40365
66788777,224cf0eebe4bbcd7
68A86559,f5033af2edbc3595
79498A77,4158c97911403d29
6787B687,66357da1e2a4de54
56888998,5b876722d5d49aeb
886A4779,d98237b0b2f34b3f
76687778,6ae877a28f398321
7686A986,28f3bc6a849897ca
87899867,fc5b9b29da2d6700
776866A7,532ac4af2d37be
97698666,30624a77891ac386
8A687995,eeb2d846efe3d13b
78577487,77ae2de8379df2f4
49574368,a75877f963b5a7ea
97777979,b008350f52b45a06
6845A766,93ce8406432d9e09
79985675,656a760f12e71d64
86875785,708880c58e288f72
84776869,9a86bb9069767a8c
78576668,29456c1d3862fea9
58756867,4528cb619cbe79dc
78687869,42ef82e2e1a4bc2a
68986855,bf903f19077dea17
75964B67,8dbd1428f45f5f0a
87787668,804edf7515e69ef4
87987663,9ab330bca057aa5a
98976779,ba6138cfe089e4be
7A888986,b2313e783de3039e
57798598,2c453e54c3ae9d77
4A786699,5b9ba79a031b9b82
57767A67,55655948f6356487
7559A766,cace6cb2853f589
56886969,e7f4c3080b2bfa17
68858797,8a9e51ce7bf7f8fc
69A769C7,ef0b7083dfcfe419
79657696,da3e25d01cbed8ee
76786878,36ac988d76c86db4
B8977796,c5f36a9827f95171
77777566,fc1761597e4a5383
757774B8,4525a3ad578d286d
78577787,b27915418606e748
87945566,ef3bfef14f0e3050
58646658,f1cdb6f6b51e87ca
77768589,7b2999e62ad093b9
6A755597,d6e65666ec01750d
95977887,daa31c55af495436
76778867,917ce4cd75af08ff
5966778A,4d7b5f33644984a7
7386488B,6a51490f62e4d230
69569866,ccdff9a87aeb5422
79866566,fae7567fe5f15b59
9948897A,e598d56f76207553
76999675,21e19afce627e68d
87798489,ab904563a7bb5f31
69747A56,30e0ce6781ae4465
68834755,2ac1e62e801e77
69965887,b9806fd54f6b1107
A6878787,ef0541894e6086d4
67697777,106fb119266dab35
A7A57959,e24968ab2767faa6
69877878,e9e62cf3fd5c8e65
46658766,fd4a64e5b5f8557e
89679779,c8cb5c7ebc73b15a
66768768,ab4b25df0dad4397
A7976688,9f17784b1262e00b
7798888A,5a28568b9084cce3
47885996,5841a7278798b5d9
89699776,309f2ea86fb17d2a
77554688,295c5c3d4566dea4
75777548,32e6150300fa94af
78877365,c21591adf1d9da10
73659747,16608c0acc06b478
638B5977,7712bc7006c40f94
57657457,565febb1277f8358
766B6A64,204c7cf135f36359
768865A8,652e97296fffa8a9
56787688,b5833741ff8af65
8869685A,d7361eee0df302f2
78466766,89345f06be1d8bea
55888869,540bc228fc842b4d
75787787,853ad885cd6aac26
87788767,909a288aecc29ec4
77957687,8d70ff39c9af4a76
66669878,efde8b7db08578f3
9757698A,cee4cc4b2b0eb40f
B5696473,2a5f2984955ec08e
79468A3A,162122bcdb8e051c
4858769A,9d978ae12c8200f2
89767AC8,6c97b992f9f26632
89887658,3973c78f1fcb5054
86698775,84ec863dcb442852
58967A69,ea2542816f54a19
A6934777,3e94e0e9fb49093c
75667879,eb0c50762d9a096d
8B7876A7,de0a039cb4bc50fc
87799A78,8f22da41bd9dabc6
57776858,1c7643d1ad0d1734
79897777,a1b6c09863cb9914
69589677,2fdbdd43eeb01492
87A65477,ea3043fa4dd4a9d7
77997957,18a94efc0e73a5ac
67977896,ce6663d8a6bcdfc2
78897987,a7a1779698925232
79779784,93c739d123c885f2
87864668,a4e2711f252f5f31
66979B67,d91f3748fce427e4
49775669,21a230d16aa35581
67979768,1d928db35c98c2d5
75367649,7de94c7b2a5ffdcd
86688A68,16d641ef19c65e67
75998577,762911a212fb0fca
87A84569,62210a9087190148
68B87867,ed74ecd3faf0e177
48374876,d9a57a170d3d6212
48686767,efdc349d1ba10fc7
66568867,4d167e9a7dd8669f
68977578,b4fc3636f1df0154
75567969,fd158d50444d0fee
66798867,59b004a82dc385b7
689656A6,fac5540d8754a7ae
68679776,28636d162c0e65bc
76785876,db96f0072c6d859e
695575B7,cb48da692b397d20
76887788,4c7d0711c2138308
677757A7,e983702c4ce7a99a
89678765,f727b16156d47fa4
58756888,b2ab0c3535ced793
78868667,1fbb4a82b66b68c4
78758687,672b0d28da73d592
6578898A,eaa973a5984bce6b
A9766976,36d2287607dbf12d
A7966879,b4e0aebd248d2243
86677588,d2932c17684f25a2
77659957,718a2910debcddd
77668979,ae78d68828bb938c
67888857,1c2b2a05fe369ead
666468B8,23e45785df9b6fbb
4968666A,a38800a3dda7e3
59688A76,641474d94cfde10a
757988A9,a61f1a63a7d3fbdf
56466954,906864256be534ef
55876887,5db1edf771851be8
98695678,bb4d4a4952f9f1b6
7585A555,17223c9232ffaf2d
65874578,b2089763585fe09a
78475557,19c791637371828c
68767848,7c7d531e37419f54
A9855684,e86419e887b2ccc0
59648856,393e1038109ca91f
766B7786,ac6f6b7030995790
58897856,77f4b2b8760d2a29
86895639,2ff23f688d274f30
676A5884,c2b168a1838cd9cf
67776967,a0dc06c7f6c8e737
56775564,47f6c11d4524e055
86878744,f925470f8099781
578767B7,c6953a7d9ed3db56
968A5878,b1eeaa5327824960
47956899,15f4132fb2508976
86767667,2af31acadacab660
78876879,9eafb4c3c1a421a0
8767657A,bb161f0e482521f1
98587956,99b7ae1fa8c2e786
767B5689,371deb1d34f0bc56
87689759,3ddf873617add2fb
75768A75,c0fbe70d977d3b65
56995867,facbf6872e752661
79978975,4b64da52eef3f765
76975576,a3ab2e0e9b320ff7
87498689,ec22c995205c52f4
6888A757,ba3e02c717ac4828
798A9895,d63300fb486178dd
85979575,158526524127915
99A55579,984ecde1813a3a3c
48387689,298a033e74567f9b
76886897,cb3f9b8d2e5f25e0
763A8856,e3837683f157c0ac
98657865,1c7821e50707053b
86773655,8fd72199a6414dfc
86796876,72b6fba392289e69
67799679,ed14d00d82011a8d
96686899,5ae8be202fc8bea1
73468779,4658bc285e96d4d2
77578869,4b5267a872d6c884
68779889,ebb58dc5ad6e3057
58969787,eb0876c85139acd8
58947688,8b84c7bf56bcf868
68698765,43c4afec78fc9a6d
84797897,c401f2fa1e09a224
67668686,88a2b65bf0721e8c
6767B758,861bdfd1c56f90a7
B7956885,4bb9e10fee52e066
86578587,6301b0fa76d52dbe
68688587,612cecf7d284f547
68686978,d86f1cbedca8f7a0
67686466,47f1538b53e2f5c1
588A7656,439d8ff2d7a2317e
89865977,dc1d5647d094aa4d
78888767,c262f364eb163d85
78669888,94d7407f521b258e
B8664767,7f595a0752475d98
88966888,c1f577c67f91105c
7A798977,7d223b1fb012bdc6
B6767388,d76972e860680f59
96777697,acddfa77f46d5852
5764855A,8eee0508b166bc12
A8595888,486cfd7f45325d0
79777788,3ad5fe97e15849c1
56876577,33b485f72414174f
69667696,d30aec76c3937f92
87667677,1aa0d66145b2ca58
75786766,2d861b4547b13603
776A6B68,3114e8549dcced9b
77769788,4a3571cde6bfd839
85C98775,e1d49b2158085155
56977876,d9511e43bac0952
89786676,d91b9ccb5a1e6e0e
76698756,e79b45cbe40328a1
79676758,475581faac52b76d
58567786,14deed5a9483a821
83889764,e8a3a3f79c112ae0
86A69688,5866011a6cadac94
76776789,56ae12c55df820b9
87979878,ad056341eb93061d
58675786,ac76d37ab98e2506
A5875878,2ec0fdc5a6b6c11
63778575,83f5f252c9aebd0
5B877576,3b4c883865d18d85
774A8865,368f616587a59b56
4775A887,de2d835645191c03
77688895,ae079742b4e55c7e
8B996678,19ec81612994d52f
96857668,69320e90cef3b308
A6A58786,1388aa74c3f6d8c8
87697788,2c3c9e89615ee46d
9589A787,7d45d45dd31ff372
86976685,9e2c9c2d4a3f1b83
87746868,64b81c50e9772ff4
65877489,6969004581d1878f
77845689,88fcb52efde6fec4
58889747,8d269feee1f5f28a
46667866,7dc157b146bdfc9a
A7487A66,83d210e4c709d37d
57685776,ad6732b2b76eeb61
97798866,134ab3a214a6aa8
7665686A,f9433a972bc204c4
78868AA7,cfb1035a62ca6828
87658688,7ee8908432cbcbd6
98899686,7e236996e53e05e0
77758788,f5053e451c8f73d6
7796A668,44cbe3b73ed7c410
64777768,61e65688d99e6bc1
7A869596,11199ce04fc07d40
67779865,dbe975739aca3854
77777675,38a87e2cc14e3e8d
87797567,35dfa6bb9e134494
65A5A685,6bf7f2cf6bc1c3da
67657595,b31236c0dd4b8e5b
477A578B,b2b25d31f05cb021
67867767,5ce147460730d5d7
79856975,8785243fe47bff99
58976687,87ce8d98f99639e4
48A94967,b84d7a9799f9f27a
76775868,6ccd14f525d412d7
78897787,5226c490bb98935e
99698689,5081e51cf39d8d33
88776676,41a017d2c7817789
78477744,a7c179df8cb0070a
7968796A,c08ca2813ce4a
97998774,e115964df3456c3f
76686469,4debf34d97d02d5b
66876878,869349e0b8eae871
86755775,859cfd5b6c00d6a8
7A987986,d8cdc3d6d2355a5
9B856646,d05cc9f1220e1dd9
48597587,7251ad7f4de7ef11
66878667,267cf0f57644f3db
6B779566,15817239a24a7f4e
98869889,ace0f87779b50e81
76888889,7c1490f9077f6b5c
98776757,abfd02a986a48cd1
66676858,683917f58172da87
89745579,434e4f69f9a02d5c
78689979,7c8f9fc6b5990b3
87A58795,1ca855c81980ab76
95866668,f3c3064bbaaa7cb5
56664567,638b74fe512d0e91
88899A58,4f0a64568f3b4d89
76778787,5430c6dc8a887717
77879887,5b9096a65d33ad1e
6967877A,9b197c7feb482ace
76747688,b09d62af90cb3a02
89787787,805b87ee6bff8b7
87798859,89649bd89b0c10f7
56657466,e72607f425938361
646957A3,335c5e76d7f58246
64788557,b792ca68122e6ec0
49958785,82f935b69f7a287c
66796556,1fc8ed4981633529
A6697576,9486a5542b51ff44
78885665,53d7dfff252829be
69789774,ac9747de50f72d59
87556977,a6664a787f2c68e8
82996688,b6e8a6a895ef0a62
88475949,82962e6befeb1f2
78877477,35532d04d004079a
76687676,4568956a62ddc8e5
68679975,77da0d978bdba447
66877776,4dceacc0d46edbc7
69747667,48bf6ae2e20a8128
8576565A,884c149f34afe163
767A8859,bfa1b09ec407054c
677A4486,c6cb50c5d798fdb3
76758799,153a76935990a3b8
86687857,804f2b3a7d6b5b45
678776A4,af2aa38c0f93bf33
B5768878,128cd8b937d751d4
668A6785,3f071989eb45966a
77976978,c71b808918cc625f
79987967,33f6cfe038f2fad2
7A867779,afb002c2a936c35
A6757875,3970b19ecaeb9143
77877786,238ef9ace8dacae0
96685769,7eb22269ad63ddc3
669568A9,5538d0a5186b913e
66965578,9fecbaa28013f955
86857789,db4ee6ff5aada638
66786555,a3517252a4a7b580
767596A6,50c3db95e20532a4
89976A89,6cc7e4b09356a3f2
98675656,4321244c505a860
68576A78,6e82c3500cb2f105
65787557,6d4afb3f2fa5e161
66768877,16f7d21a29fdb68
64949688,6b1f2ab0922b3825
75567677,f61369f56973adac
67585967,3bf8d233b9ac3065
67479959,cba76a6bf87c8bb8
99C66677,455174b4280f2e71
B4576679,121c13d4c8e1e37c
68897788,a1829830f1943f5a
86656987,bfb84913a47414f
6A778977,48a2996c55776156
78677778,575c00a876e0c3e4
9C69A779,30df7f51068a3fca
7885A676,8d7e9f17294fa8ec
67596767,1bdaa36a445ce945
87897C66,b1c82ff0483baed8
67898779,cc060e0f1ff097e5
87749687,a2d5842252fd13b2
5B855787,a39cf99defb81a1d
87A78748,376472570d5da740
97788879,ed6ca268fba41e66
67887868,7d596cedd668a65f
98867779,a013cb977c6e99a
59958557,2f0edf942f662b8a
6979A66A,171eb484a5e506fb
68777869,94f41b2d6b51834e
7856B667,25a738e539dc3ae5
77858859,2f61e8d6c618e442
87778947,56985777e296918d
97867977,661420df3467cd45
79967487,42d2c44539990c5f
96467468,20c104ad83ebd161
78A98AA6,2c3a509e243286c3
8A778866,d87ab018eb4009af
98679776,47a9b73cb9d9608
67567967,a758f38c9ca0c250
78676867,b6aa968513b6a9c1
96655854,6e3a177866423c6
88688578,8c3db6c155e96e65
86679864,da1c6b2551281156
64357765,14af5b6831f969fe
77997778,9f2f31ff8c0e88b7
48676566,fd481f5d54724a46
66875795,3730413b99af5c54
77799986,f76b5ca34bd0c1b9
68767857,2cd70f50a134ddf
87788B76,452caa2eada865fa
98866894,cadfa1e84343e1e3
77688688,8b5a25ba41639fa
95A99787,dc1eb185cceaf707
7578A576,4b13e3686c9c4c11
67966787,d663b16804f59504
54686779,73b973eee02d2000
36587758,2ec7000976563e0a
78665748,34b63b7fe894f6b3
7767897B,d1f80103e159063e
75795566,dedc079d5c4743cf
86967688,b72f9264f16fa96
76658568,5d8b5c31f71dcc5c
58857678,fb0cd2704481f0af
A6568954,1204e066a9455cd1
68798748,3e161d15d321fc23
87899776,27ce20a564d1198f
86875898,95ea2ac4c5846239
78857669,496993fcafb5a893
78885669,d2aa5d0541a8caa4
68876769,f149c7604e838faf
76696598,ba484778677ba283
66477698,773495a31cf3bc8b
68787898,ec1ac32d6b590425
476675A9,b4fbad8cbefe58d2
67967465,7f389e1eefa241a0
857768A5,f5972964cf86318f
778A7955,bb76823f48759b56
76B97789,217274f49871af22
76776858,81f9f776982a9588
8557857A,647c4724cf4d63fc
97856673,36deaacce2f38430
78765774,6ef2f4d07685383
55786767,71c541aa7cd2bfba
56777497,91c4ad8f62d8387a
86565687,7ba20e63ed4a54a6
69866686,c56ebdc7616be6bb
5A587867,ee8ec93889f6adea
73948768,e2c692c0d2ea74db
85785665,d0e313e2e713179c
77857549,2e3c61d1d87b567a
9878868A,21a38e239388d228
95567787,f44d5469a496d67d
477756A8,43ff8ec8f8bd344d
76969767,f2a063ad2bab3cf0
79485967,4be46ec9a467ca52
75596788,4e5afa86d5a1c5d4
A7579896,1ea61203d60e6fcd
9C878777,e3e15fda337128c5
884A98A5,b6450f56d05e3012
896897A8,d8f133ddb502da1f
96765759,aec8ba5ee5d350d0
6977599A,cccc693d612d2c20
65568997,e7489c36e9182bd
69989779,2d03965e6a322a4d
67898886,1e5240a5e5be68ad
88876756,879ef15473b5c816
97865247,1be77efd8fd27bf0
87986695,601f3564d119eca8
68688979,e03ddeba9ae1ee3a
87898978,dfa954fae2ff2e18
A99777B6,6c4785b35e674ac
A8657778,634432816f367d18
868867A7,a1b36a6aa013249d
98766759,f1def5273cfd5713
996856A5,85fcf109d31333
65887863,586d3a05326b15dc
77657866,8433fc5878fc25d7
68579688,3f123c6e860df89a
57676786,15b2c1ec22acc3b6
6985A876,7ba70d84c2c6d0b2
78676866,e638315929fcd5f7
56647887,bdb14d75e93918cc
89667576,4766a777eeebc986
89886977,5c5ef6738c33e5a8
98874796,2bfb59b3ca1f9ab0
68947895,6c58d1e0ca63b969
976655B8,376a32b89067b0e6
77A6567B,f9a76c12feaaf47c
B7675A66,99bf23c9d7662ce7
98475677,75a5ddb96515468f
7698795A,c972ad8ae243af4d
67767897,e302d4f2857cb076
8558978A,cea103be7da0fedf
75789766,5ea72b483057828c
66888686,981faeb9016dba76
779887A7,8df2ac8acd096db3
9A897767,e6af09cf57b169e9
67656684,d3e919346ad5fedf
75776888,cd7505f79bf3b5c9
4868868A,fcb824e7bff215ba
6B778987,7025929c7a337324
85686488,d093ef9179421703
85777679,314ee0f75f14bd6c
777A758A,f561619e67835c52
99675675,305d0a044863d0bf
67897688,951783477535c054
799B4A86,804e2ff90413729c
76676366,9fd404a69c4f8118
46676667,500b303e559da501
9797746A,6e96d00836a23698
58877843,1052c8aef83ed89
75866775,a645895874de8ff5
77786467,cb83e966e59aa99c
75748784,d3bb31e336c54fa4
67775A95,44602a94d9fb7081
76769666,ff9a74b676b6299
778A7668,b8aa2037137fdb52
67798875,61d4e12c8e343c35
86977558,5bb9d15be447f0ad
76978977,d23742adcdce2436
79977967,1a6520d704497e20
46998798,bf0620a7a158b86f
679877A7,d4e9c5116cc284bd
78765768,3dca66ca5b0bf909
89869798,5b4c9b461e7bf339
5877A783,72a0c488feee11ce
96877678,4227b4487736b768
877B85A6,bc57956902cac1e3
76657769,71cae5b1ccbb9c70
86657876,66249b7abd304fdb
69876667,ce238e1bedcfb7d6
88968857,d15b8b91e9cec6e0
59877977,d073571c3bf6d15a
88788888,34e81ac61c51e4a3
87989759,ad42e21a4eab6985
58887488,8a50ffb30da04f51
55738979,68a4eecde38db940
757B9489,82af9d7a222bf1b5
77859876,a35dc145b60d815
56896A59,8b2ae27e71d67b70
8657C96A,c40049f0ced24f9a
47777867,31e08e7f1a1bd7c4
A6574978,b467dec81077ffa2
467A6556,5ce8708a6eae0015
69887877,83896752951464b6
7666A776,6698b245be964009
857A7657,479ea385b96d20f2
85446846,7b232218932d4c1
96987565,11e5c73af4c585b0
77769877,6e5ac4cea5e456a2
88875569,1be91c12981f9757
58687788,df1618f1cc5d18ec
88A78698,4b4bb1cee833e734
A9775554,d35c324c29904dde
596685B9,630c46bf41921d1
79749688,8a0155db665ba667
78986978,930df2780729396
75877665,2345de7e2e97484
58897A95,27e15c87b90e7ae4
64867568,d58612c5193ed0bf
6887A667,9f2d2303c0d6bf53
48677786,dde77be9ac320458
87877575,f752be103014ebf1
56876AA8,aab664c084f08848
78787357,9ad72df3ca5bd1bc
77885969,7d4c38447b2296cb
56656855,f068ee4762dc1bda
64975787,4386b9fbb44f6306
97866A78,df397763c84c2b8
95876888,b17153338d48a1b4
77665B67,62aafcf55845f42e
89689895,8edf09de992b5cd5
87867776,43403f228cfc0bbf
47846887,49cb57e75cb2e3d
95788697,52ea7680c5510cf0
79637857,e6e0edafd7d03001
5A876B78,e6ff3477ab997587
89976476,ecb289ea416e4891
65867846,41d8ca6b0a7f9ab5
85787779,93062e5c832f382b
77595878,8a69faf18044651a
78997696,5d473b593fe59785
85978778,b69e00651d9b4fe0
77487865,81ef22cfd0dde97c
67767699,37bb0fe76ffe61a0
88779585,1e953c49095fd96f
77887888,9d6e2f59c40cba1b
78965888,e409ab18cb2927da
66756668,c1943ea2ab838029
77762688,9f23572362a06076
87559897,547a76f1bc0536ed
66583698,8854cb23057a5fd7
7656576B,5cd9e4cc1d8e15c5
5A767457,5bfac8c67a90ebfc
95948986,1a7c1b513184d813
A6477686,b7e2cea60a56060b
86889457,aedec302ad7fb9c4
68784766,fa636942c1d178b
87895775,2e75933c000a706d
89768777,6ce9f8d8144c0e3a
58596865,f3f2ad2408d82c97
9667788A,12577f69c168a5fe
79768969,e29b759d309122a9
98666878,2f1a9e298050b26d
88888489,6e0295e46c928bc5
67694956,7f0ed88725d969ec
78776578,b91052477bb294f3
567867AA,92ae3481d2bf7a8c
66694976,208bc020a8506f57
A7579696,19818d47bf3923a4
87977779,bfa7919f458b1e0a
67859889,5627a8480685e34b
56666585,66485f6b52a23dad
77677878,2dd55bdb6468a4af
98A76675,ec967e6cdddf1e53
5769A477,738824bb3b36c5c9
69A78698,13c82588877021c2
757A7995,d5c78936ff74f515
67747686,5bf2801d33614a97
69756755,76066a630b9c46e9
8557B786,d7218481c31b4668
95689765,cded6e42f3af5620
58799788,aa44e9c8252b9785
6596A789,8a587cc151707a21
57667788,52705181fd0b5e61
57696585,7e93d98458b5fd98
47769477,d69c92a468731bc0
557A8668,5c20c67e676a866d
A9B87868,5c77c118692b3b30
88577575,3e2f5a025dd154b1
6A868687,2b0d1706ac7b930d
7788868A,83306f5d9fdada15
76879556,8b234b522da671af
987669A7,80f60f18ad21ce7d
88766AA7,11b7e4ee6e42608
68775767,af957572c235a50f
66656687,ffb3d2f11cc321a3
78766776,e6c72ee3c6d4d9f0
75969966,2a468985ae66103a
55955766,4a3c9c78ac4965f
87979A69,a9a9cb5991495d21
68784878,9067dc0e49d9e7a
77985675,569137b6e7745848
78776876,b590449b157040fd
89966766,75adb06fbfba3598
7B699777,3be19523a12de84a
87887867,99ed2ddfd4b450e8
88797678,dae181b81820b454
67766574,ad06e63da0151bdd
56749688,65a7376f28b76445
856B5877,a8c426c0afbea72e
8A485764,88d1356c536e774a
95493765,13f2650bd9510f69
87886798,1ca587820ec27652
67895496,a608bba208ae6ca7
A9686883,2f157d41c0a8c867
76856665,313145b77737bc19
68858968,5b31d53de9c15bcf
77775884,ddc22bd3d4dea2e
7A679857,f336f24f2231dfeb
75587587,8e942449fc62e162
77769676,1cb57ec069c4f186
79576967,9a1df3c6b14bb176
77878A78,edaa589a5aea3ac1
7956A869,a16c4185a5b2a5cf
78867868,d9a5cfdd883e1df
56575784,bf8f8aacc8b7e344
78556846,ec2cfb8bec7631af
67668987,e0f9e785dfbf737e
69668878,c931a123ab6b856b
85669879,db36eb036c1f7c42
67876857,f555362a4cc0698c
85796986,20e55e5102a9b3ba
3B976497,5a03ad60de2cc0bb
85656767,50ea7cf2ed025ac0
A6667679,c72a5fa1705caf2d
59689866,5b3baf0cc5617164
65667A77,bc3d77f260514e39
75877896,1befe8a8356336ab
76987A77,6f26fb3d6a634225
98686796,fae23654ca7635c2
587696A5,f9383e24ffbbc164
59579967,3248bd4970c1f17b
6778988A,9bd1d0e66b540a7d
65856847,9faa67a858590f9a
68568869,793c918c561d004a
A9889696,551a952add1b7672
86766965,75c166c22e0f361d
88A76574,cf79793baaab3d81
7A766878,dadcc21791401928
86A97957,e84b77abd91ea9d4
73467777,5a5bd4b4c3548d8
77885555,baf60a7e96bdc11b
75867988,ef6e2ed343f8233
47889678,60da9c8181b6f4fc
57656574,f05ae503d658fffd
99957988,c52050892ed39035
75788666,80eef70a23249f9a
5748A776,2944c52f60603d04
59349976,4e9db594939b44b3
878547A7,510b4a475f7f29e
79697588,93513b7a13392ad5
79959976,cef423dcf936f832
87877766,2df49dc82dce19e0
88688574,fcdc5d77015e6d86
6877A678,68726cbe5e1c9d94
987779A8,6963dc1f078c2cd
66767768,a018f81f98c1e2c5
79759796,e1cda432737d10ae
67767775,d011832c126de470
666A6786,46a99111a510ac5c
67789767,74002b0f3046516a
67669646,54c354998369be1f
44556778,1bac6edd8702931c
66777888,ff036508ffae1e00
78689A77,49c9f55bda303adf
78765796,171c5f50a4f193d3
67878747,f97e928bde357120
86859695,f8cd652879d0317b
779685A8,48a566880f118079
67778786,9613da98068a8a22
77749677,de5f8bf8a31dfeed
88997787,6999abae3ccd54c8
87984695,ac809096f7f119d3
58858879,3d1987feaf490ee7
75657786,447b7d2b10e0c8bf
98865788,820cd6fd572f42e2
79785874,3cfec23df41c2fa8
799C5733,63861a5cb6e885fa
88A38895,b9467c23bb8a2a17
76797798,188d31f5b1f53ddb
79889466,1a9bb222ad591424
77868697,2ffc449027dfe060
A7856697,6000f8bf9cb4cf05
5C576796,f762dbb50fecd4c9
56887878,a7b05c7f3921403a
76796987,f7e1cb009ec8dc05
79776667,b50cf260f07eecd0
8A897668,578a5194094c7bf1
67656799,7c60680da0dbff5a
59456686,8af8b6c5fece1f8a
86686775,b4240dc9527b2ec3
67688788,184f75a8dfc7363e
89896759,4162a1a275ff3bdc
88566867,43018ddce1cf5c2e
77865795,34826d2675e1382a
84657795,340a7f6166595ab0
88866785,926df55177f62717
A6795457,a0ba622ad3435c1a
77736798,4b269ec4b8a042ae
87686986,c0b4318b4acbce38
9668B568,553156ee7c2d16f6
78958976,871954099646b9ee
76869857,d6b4432ae606308
69867676,402dca17e850d9b6
858579C7,3c44cc5cc3d44729
74668766,910c2c32fdfb94a4
87A46799,c0bf66fa379be39
69688764,52c941aa74a1236a
84577688,83f2a28401a7d934
99798498,994533848b9c0fdb
77695777,e589b6f489bd5c9
59766787,754795615055412f
B6687766,392a235eb45550a8
79967748,e884d957f0cefa2c
87758854,ca94c6fd5b323a21
8B68585A,a998a3d3a642a571
63695976,94342e12b1314db0
78739677,5fc9fb6c89407442
37886587,40aa13719e5928fb
A4596496,2b0ed062e50c551c
77658959,ce9f861a011bf91
96A76A57,2b75191be11fc5d6
85677688,2929636dc576bb9f
57997676,f972e06f4d9165c6
76A68858,c742d00cac32155b
77788865,15c9e85b528e5d21
78868777,43af7afc49c2be06
87B77969,587a24a9c7f493ac
867B9687,7524eb48e2664877
68668A57,5a4d623bbbfb0b2d
66756476,67e0424fba7efa1a
96664867,f75b5cd32fc47bf1
647C6689,dbdddade9940dbe8
96787567,8e1541195c6712e1
89888588,a5e7776793ceb042
46766787,8073062be7f27295
67885965,54fa400061f852e0
76497499,a2a50a6ab6d30a72
86577A49,16ed74c2cdbe3030
74987A76,ce9f11027d130261
77486985,e9bf3e6dc9807dee
87777768,ef683ace94ad1fb9
8A54B758,e8638c9bed227203
89888579,df509a6ca114bfe
97775878,b99de98d2c46baef
78666849,5302640863cd1967
86587566,8e7d9b36504f19ba
99587898,fe34f8dc9a4e3f3b
86598577,233eb44e5a39dd
A5399887,6b9631b111d4d3f0
98866488,5590210dcc96ff28
79866687,b13465eb5fc17058
77479A78,90a666155af740c8
87677667,620cc95038173c10
78557869,ff53156d8bd1a681
76966878,6e3a945d0a0b8bff
75778758,8315cfb8a0c41784
66788866,f336a408fedf3489
77A75494,9f3d9e454fde1ca0
87C76687,444e7b4506c15b68
66854667,4c0f69f7900f41a4
7A659647,bbe91118300e4d2c
585A6867,f6a8807dfc468fa
58577754,5bfd7c8f624c18f4
569A7895,f80a034690771a48
87966597,c3a984d6acb4fd93
76856587,fa54c8d3ad9ccb96
6A876785,ddac7f8e3e79a391
9667974A,7f03d05d1bea6471
77889A98,f0526ef32ccdc48c
47988877,19ed7ced5220cca7
7A687688,121d8b5b140f3465
98687958,74475f932c8f3b54
65599775,2e920181bb84dbea
66959577,66f3ae6a9fbbd3e9
69486794,b7ac98f3a2c1856b
68556888,1c5e7c6783b80a9d
67764877,bb8734af6c9caed7
49697664,93d0bdbd9a1a9a39
65886776,aadbfa580ca00fac
97679957,3f2656ec4c5df178
67773999,14ebe2426e9dba9b
83547695,303c2f7110b0c8c7
A7735489,c04d36cb53712b0
48479987,29b8e0e847002f4f
667A6787,37be98e6b5c30a33
76898A58,8524017017adfe6f
76668867,a9f33516996742e4
76859767,b3a8659fe351de3a
66886699,9c125274e95ba6da
67668675,7787312bbe122776
68876778,916f02054877b68f
87778797,845865e8896d93f0
96478775,2aa5a096b4ccd630
4A768765,39e67c1e4924112a
98498558,aa55b817b9f70cd6
77A75967,2e72a35c8bb40d2c
77696686,ec6f43f25e3e65bb
57995788,128393a23f14dc6
97878867,b7aaacadf70500d0
896A7567,6e5a3d8b0cac0e1a
49669875,a7cb4795b8b1e192
77665796,d3a78029b8dc9eed
75857677,891615a652248e2e
76886C69,971b3a5cc33564e5
78978569,b82e5d57d2409348
76856478,aa33f7c2fae03c2d
76573879,f5edad50cec6dd19
57668865,2ea11ced8e79f4f0
